0,1,0.9941,
1,1,0.9941,
2,1,0.9941,
3,1,0.9941,0.9794,0.9604,
4,1,0.9894,
5,1,0.9941,
6,1,0.9941,0.9751,
7,1,0.9941,0.9794,
8,1,0.9941,0.9751,
9,1,0.9941,0.9751,
10,1,0.9941,0.9794,
11,1,0.9941,0.9794,
12,1,0.9941,0.9751,
13,1,0.9941,0.9751,
14,1,0.9941,0.9751,
15,1,0.9941,0.9751,
16,1,0.9896,
17,1,0.9896,
18,1,0.9941,0.9751,
19,1,0.9896,
20,1,
21,1,
22,1,0.9926,0.9852,
23,1,0.9933,0.9826,
24,1,0.9933,
25,1,0.9809,
26,1,0.9896,
27,1,0.9894,
28,1,0.9894,
29,1,0.9853,
30,1,0.9853,
31,1,0.9894,
32,1,0.9896,
33,1,0.9896,
34,1,0.9835,0.9669,
35,1,0.9941,0.9751,
36,1,0.9853,
37,1,0.9892,
38,1,
39,1,0.9926,
40,1,0.9933,0.975,
41,1,
42,1,
43,1,0.9892,
44,1,0.9931,0.9862,0.9756,
45,1,0.9862,0.9698,
46,1,
47,1,0.9926,
48,1,0.9926,0.9852,0.9743,
49,1,0.9853,
50,1,0.9853,
51,1,0.9853,
52,1,0.9896,
53,1,0.9853,
54,1,0.9941,0.9751,
55,1,0.9931,0.9825,
56,1,0.9941,0.9751,
57,1,0.9941,0.9794,0.9604,
58,1,0.9896,
59,1,0.9896,
60,1,0.9896,
61,1,0.9896,
62,1,0.9941,0.9751,
63,1,0.9941,
64,1,0.9941,0.9794,
65,1,0.9853,
66,1,0.9941,0.9794,
67,1,0.9941,0.9751,
68,1,
69,1,0.9829,
70,1,0.9926,
71,1,0.9894,
72,1,0.9941,
73,1,
74,1,
75,1,0.9896,
76,1,0.9931,0.9862,0.9756,
77,1,0.9926,0.9852,0.9743,0.9602,0.9426,
78,1,
79,1,0.9919,0.9779,0.961,
80,1,
81,1,0.9824,
82,1,0.9941,
83,1,0.9853,
84,1,0.9896,
85,1,0.9896,
86,1,0.9896,
87,1,0.9853,
88,1,0.9941,
89,1,0.9896,
90,1,0.9853,
91,1,0.9896,
92,1,0.9896,
93,1,0.9853,
94,1,0.9894,
95,1,
96,1,0.9853,
97,1,0.9829,
98,1,0.9824,
99,1,0.9894,
100,1,0.9894,
101,1,0.9892,
102,1,0.9926,
103,1,0.9829,
104,1,0.9933,0.975,
105,1,
106,1,0.9941,0.9751,
107,1,0.9896,
108,1,
109,1,0.9941,
110,1,0.9896,
111,1,0.9894,
112,1,0.9894,
113,1,
114,1,
115,1,0.9931,0.9825,0.9681,0.9537,
116,1,0.9931,0.9862,0.9756,
117,1,0.9853,
118,1,0.9896,
119,1,0.9896,
120,1,0.9892,
121,1,0.9894,
122,1,0.9834,
123,1,
124,1,0.9853,
125,1,0.9853,
126,1,0.9853,
127,1,
128,1,0.9933,0.975,
129,1,0.9853,
130,1,0.9853,
131,1,0.9809,
132,1,0.9853,
133,1,0.9853,
134,1,0.9809,
135,1,0.9853,
136,1,0.9853,
137,1,0.9896,
138,1,0.9896,
139,1,0.9896,
140,1,0.9896,
141,1,0.9941,
142,1,0.9896,
143,1,0.9853,
144,1,
145,1,
146,1,0.9824,
147,1,0.9894,
148,1,0.9894,
149,1,0.9941,0.9794,
150,1,0.9896,
151,1,0.9933,0.975,
152,1,0.9933,
153,1,0.9941,
154,1,0.9896,
155,1,0.9894,
156,1,0.9896,
157,1,0.9941,0.9751,
158,1,0.9916,0.9804,
159,1,0.9896,
160,1,0.9896,
161,1,0.9892,
162,1,0.9829,0.9658,
163,1,
164,1,0.9933,0.975,
165,1,
166,1,
167,1,0.9824,
168,1,0.9931,0.9825,
169,1,0.9836,
170,1,0.9926,
171,1,0.9824,
172,1,0.9926,0.9852,0.9743,
173,1,0.9896,
174,1,0.9941,0.9794,
175,1,0.9941,
176,1,0.9896,
177,1,0.9896,
178,1,0.9896,
179,1,0.9931,0.9825,
180,1,0.9853,
181,1,
182,1,0.9853,
183,1,0.9896,
184,1,0.9853,
185,1,0.9896,
186,1,0.9896,
187,1,0.9853,
188,1,0.9809,
189,1,0.9896,
190,1,0.9809,
191,1,0.9853,
192,1,0.9941,0.9794,0.9604,
193,1,0.9829,
194,1,0.9824,
195,1,0.9933,0.975,
196,1,0.9853,
197,1,
198,1,0.9824,
199,1,0.9896,
200,1,0.9931,0.9825,
201,1,
202,1,0.9829,
203,1,0.9919,0.9779,0.961,
204,1,
205,1,0.9824,
206,1,0.9853,
207,1,0.9896,
208,1,0.9853,
209,1,0.9853,
210,1,0.9941,0.9751,
211,1,0.9941,0.9751,
212,1,0.9853,
213,1,0.9896,
214,1,0.9941,
215,1,0.9896,
216,1,0.9896,
217,1,0.9896,
218,1,0.9933,0.9826,
219,1,
220,1,0.9896,
221,1,
222,1,0.9824,
223,1,0.9933,0.975,
224,1,0.9933,0.975,
225,1,0.9824,
226,1,0.9824,
227,1,
228,1,0.9894,
229,1,0.9834,
230,1,0.9853,
231,1,0.9853,
232,1,0.9941,0.9794,0.9604,
233,1,0.9853,
234,1,0.9853,
235,1,0.9894,
236,1,0.9894,
237,1,
238,1,0.9892,
239,1,0.9931,0.9825,0.9681,0.9537,
240,1,0.9931,0.9825,
241,1,0.9941,0.9751,
242,1,0.9931,0.9862,0.9756,
243,1,0.9896,
244,1,0.9941,0.9751,
245,1,0.9896,
246,1,0.9896,
247,1,0.9853,
248,1,0.9896,
249,1,0.9896,
250,1,0.9829,
251,1,0.9894,
252,1,0.9829,0.9658,
253,1,0.9894,
254,1,0.9824,
255,1,
256,1,0.9829,
257,1,0.9894,
258,1,0.9896,
259,1,0.9931,0.9825,0.9681,0.9537,
260,1,0.9931,0.9825,
261,1,0.9829,
262,1,
263,1,0.9933,0.975,
264,1,0.9889,0.975,0.9584,0.9417,
265,1,0.9824,
266,1,0.9926,
267,1,
268,1,
269,1,0.9896,
270,1,
271,1,0.9933,0.975,
272,1,0.9894,
273,1,0.9824,
274,1,0.9824,
275,1,0.9933,0.975,
276,1,0.9896,0.9706,
277,1,0.9824,
278,1,0.9832,
279,1,
280,1,0.9933,0.975,
281,1,0.9926,
282,1,0.9835,0.9669,
283,1,0.9926,
284,1,
285,1,
286,1,0.9926,
287,1,0.9862,0.9698,
288,1,0.9824,
289,1,0.9889,0.975,
290,1,
291,1,0.9892,
292,1,0.9931,0.9825,
293,1,0.9894,
294,1,0.9829,
295,1,0.9894,
296,1,0.9892,
297,1,0.9894,
298,1,0.9933,0.975,
299,1,0.9824,
300,1,
301,1,0.9894,
302,1,0.9919,0.975,0.9581,
303,1,0.9933,0.975,
304,1,0.9926,
305,1,0.9853,
306,1,0.9834,
307,1,0.9931,0.9825,0.9681,0.9537,
308,1,
309,1,0.9853,
310,1,0.9941,0.9751,
311,1,0.9926,
312,1,
313,1,0.9886,
314,1,0.9886,
315,1,0.9907,
316,1,0.9886,
317,1,0.9907,0.975,
318,1,0.9886,
319,1,0.9907,0.975,
320,1,0.9849,
321,1,
322,1,0.9849,
323,1,0.9866,
324,1,0.9847,
325,1,
326,1,0.9849,
327,1,0.9907,
328,1,0.9907,
329,1,0.9905,0.977,
330,1,0.9905,0.977,
331,1,0.9905,0.9789,
332,1,
333,1,0.9866,
334,1,
335,1,0.9907,0.975,
336,1,0.9885,
337,1,0.9883,0.975,0.9601,
338,1,
339,1,
340,1,0.9847,
341,1,0.9886,
342,1,0.9865,
343,1,0.9845,
344,1,0.9886,
345,1,
346,1,0.9847,
347,1,0.9885,
348,1,
349,1,0.9847,
350,1,0.9847,
351,1,0.9847,
352,1,
353,1,
354,1,
355,1,0.9847,
356,1,0.9905,0.977,
357,1,0.9905,
358,1,0.9851,
359,1,0.9847,
360,1,
361,1,0.9883,0.975,0.96,
362,1,
363,1,
364,1,
365,1,0.9847,
366,1,0.9905,0.977,
367,1,0.9905,0.977,
368,1,0.9905,
369,1,
370,1,
371,1,0.9866,
372,1,0.9885,
373,1,0.9847,
374,1,0.9886,
375,1,0.985,0.9701,
376,1,0.9905,0.977,
377,1,
378,1,
379,1,0.9883,0.9732,
380,1,0.99,0.9766,0.9617,
381,1,0.9847,
382,1,0.9907,0.975,
383,1,0.9907,0.975,
384,1,0.9886,
385,1,
386,1,0.9905,0.977,
387,1,0.9905,
388,1,0.9849,
389,1,0.9886,
390,1,0.9885,
391,1,0.9907,
392,1,0.9845,
393,1,0.9883,0.975,0.9601,
394,1,0.9847,
395,1,
396,1,
397,1,
398,1,
399,1,0.9907,
400,1,0.9847,
401,1,0.9847,
402,1,0.9866,
403,1,0.9907,0.975,
404,1,0.9847,
405,1,
406,1,
407,1,0.9847,
408,1,0.9905,0.977,
409,1,0.9885,
410,1,0.9847,
411,1,0.9883,0.975,0.96,
412,1,
413,1,
414,1,0.9905,0.977,
415,1,0.9847,
416,1,0.9847,
417,1,0.9905,
418,1,0.9849,
419,1,0.9833,
420,1,
421,1,
422,1,0.9885,
423,1,
424,1,0.9886,
425,1,0.9905,0.977,
426,1,0.9883,0.9732,
427,1,0.9884,0.9733,
428,1,0.99,0.9766,0.9617,
429,1,0.9847,
430,1,0.9845,
431,1,0.9886,
432,1,0.9907,
433,1,0.9907,0.975,
434,1,0.9907,
435,1,0.9866,
436,1,0.9847,
437,1,0.9905,0.977,
438,1,0.9907,0.975,
439,1,0.9907,
440,1,0.9907,0.975,
441,1,0.9886,
442,1,0.99,0.975,
443,1,0.9883,0.975,0.9601,
444,1,0.9907,0.975,
445,1,0.9847,
446,1,0.9847,
447,1,
448,1,0.9845,
449,1,0.9885,
450,1,
451,1,0.9847,
452,1,0.9886,
453,1,0.9847,
454,1,0.9866,
455,1,0.9885,
456,1,0.9907,
457,1,0.9907,
458,1,0.9845,
459,1,0.9847,
460,1,0.9905,0.977,
461,1,0.9905,
462,1,0.9865,
463,1,0.9883,0.975,0.96,
464,1,
465,1,
466,1,0.9905,0.977,
467,1,0.9847,
468,1,0.9905,0.977,
469,1,0.9905,0.977,
470,1,0.9885,
471,1,0.9849,
472,1,
473,1,0.9849,
474,1,0.9866,
475,1,0.9885,
476,1,0.9847,
477,1,0.9907,
478,1,0.985,
479,1,0.9905,0.977,
480,1,
481,1,
482,1,0.9883,0.9732,
483,1,0.9884,0.9733,
484,1,0.9865,
485,1,0.9897,0.9779,0.9632,0.9485,
486,1,
487,1,0.9883,0.975,0.96,
488,1,0.9854,0.9708,0.9576,0.943,
489,1,0.9885,0.973,
490,1,0.9847,
491,1,0.9867,0.972,0.9572,
492,1,0.9884,
493,1,0.9849,
494,1,0.9881,0.975,0.9606,0.9474,0.933,
495,1,0.9867,0.972,0.9572,
496,1,0.9867,0.972,0.9572,
497,1,0.9867,0.972,0.9572,
498,1,0.9867,0.972,0.9572,
499,1,0.9812,
500,1,0.9867,0.972,0.9572,
501,1,0.9893,0.9774,0.9655,0.9524,0.9393,0.9262,
502,1,0.9867,0.972,0.9572,
503,1,0.9867,0.972,0.9572,
504,1,0.9867,0.972,0.9572,
505,1,0.9896,0.9779,0.9646,0.95,0.9353,
506,1,0.9867,0.972,0.9572,
507,1,0.9833,0.9666,0.9482,0.9299,
508,1,
509,1,0.9733,
510,1,0.9814,
511,1,0.986,
512,1,
513,1,0.9833,
514,1,0.9813,
515,1,0.9899,0.9797,0.968,0.9531,
516,1,0.9856,0.969,
517,1,0.9868,0.9736,0.959,0.9444,
518,1,0.9883,0.9733,0.9584,
519,1,0.9868,0.9736,0.959,0.9444,
520,1,
521,1,0.9768,
522,1,0.9867,0.972,0.9572,
523,1,0.9858,0.9691,0.95,
524,1,0.9807,
525,1,0.9886,
526,1,0.9885,
527,1,0.9807,
528,1,0.9902,0.975,
529,1,0.9897,0.9765,0.9633,0.9486,
530,1,0.9833,0.9648,0.9463,
531,1,0.986,
532,1,
533,1,0.9833,0.9638,
534,1,0.9855,
535,1,0.9903,
536,1,0.9866,0.9713,
537,1,0.9809,
538,1,0.9856,0.969,0.95,
539,1,
540,1,0.9885,0.975,
541,1,0.9902,0.9768,
542,1,0.9884,
543,1,0.985,
544,1,0.9884,
545,1,0.99,0.9767,
546,1,0.9868,0.9721,0.9574,
547,1,
548,1,0.9883,0.975,0.96,
549,1,0.9895,0.9777,0.9645,0.95,0.9354,
550,1,0.9907,0.975,
551,1,
552,1,0.9885,
553,1,0.9899,0.975,
554,1,
555,1,0.9899,0.9766,0.9617,0.9468,
556,1,0.9868,0.9722,0.9576,0.943,
557,1,0.9883,0.975,0.96,
558,1,0.9902,0.975,
559,1,
560,1,0.9903,
561,1,0.9849,
562,1,
563,1,0.9907,0.975,
564,1,
565,1,0.9885,0.975,
566,1,0.9885,
567,1,0.9884,
568,1,0.9903,0.975,
569,1,0.9866,0.9713,
570,1,0.9866,0.9733,0.9582,
571,1,0.9897,0.9765,0.9618,0.9471,
572,1,0.9895,0.9777,0.9645,0.95,0.9354,
573,1,0.9852,0.9703,
574,1,0.9868,0.9736,0.959,0.9444,
575,1,0.9849,
576,1,0.9849,
577,1,0.99,0.9767,
578,1,0.9884,0.9732,
579,1,0.9867,0.972,0.9572,
580,1,0.9884,0.9732,
581,1,0.9865,0.9713,
582,1,0.9883,0.9733,0.9584,
583,1,0.9852,0.9703,
584,1,0.9868,0.9736,0.959,0.9444,
585,1,0.9868,0.9721,0.9575,
586,1,0.9845,
587,1,0.9885,
588,1,0.9902,0.9768,
589,1,0.9852,0.9703,
590,1,0.9899,0.975,0.9601,
591,1,0.9867,0.972,0.9572,
592,1,0.9881,0.9763,0.9619,0.9475,0.9344,0.92,
593,1,0.9884,
594,1,0.9866,
595,1,0.9907,0.975,
596,1,0.9885,
597,1,0.99,0.975,
598,1,0.9903,0.975,
599,1,0.985,
600,1,0.9902,0.975,
601,1,0.9897,0.9765,0.9633,0.9486,
602,1,0.9881,0.975,0.9605,0.946,0.9315,
603,1,0.9902,0.975,
604,1,0.9852,0.9703,
605,1,0.9885,
606,1,0.9885,
607,1,0.9855,
608,1,0.9867,0.972,0.9572,
609,1,0.9866,0.9713,
610,1,0.9903,0.975,
611,1,0.9866,
612,1,0.9903,0.975,
613,1,0.9866,0.9733,0.9582,
614,1,0.99,0.9767,
615,1,0.9854,0.9687,
616,1,0.9885,
617,1,0.9834,
618,1,0.9907,0.975,
619,1,
620,1,
621,1,0.9885,0.973,
622,1,0.9856,
623,1,
624,1,
625,1,0.9849,
626,1,0.9866,0.9733,0.9582,
627,1,0.9897,0.9765,0.9633,0.9486,0.9339,
628,1,0.9895,0.9777,0.9645,0.95,0.9354,
629,1,
630,1,0.9868,0.9736,0.959,0.9444,
631,1,0.9885,
632,1,0.9849,
633,1,0.985,
634,1,0.9884,0.9732,
635,1,0.9867,0.972,0.9572,
636,1,0.9884,0.9732,
637,1,0.985,
638,1,0.9868,0.9721,0.9575,
639,1,
640,1,0.9852,0.9703,
641,1,0.9852,0.9705,
642,1,0.9899,0.9766,0.9617,
643,1,0.9852,0.9703,
644,1,0.9899,0.975,
645,1,0.9884,0.9731,
646,1,0.9881,0.9763,0.9631,0.9488,0.9344,0.9213,0.9069,
647,1,0.9902,0.975,
648,1,0.9884,0.975,0.9597,
649,1,0.9858,
650,1,0.9866,0.9713,
651,1,0.985,
652,1,0.9902,0.975,
653,1,0.9882,0.975,0.9618,0.9471,
654,1,0.9881,0.975,0.9605,0.946,0.9315,
655,1,0.9902,0.975,
656,1,0.9852,0.9703,
657,1,0.9895,0.9777,0.9645,0.95,0.9354,
658,1,0.9833,0.9638,
659,1,0.9885,
660,1,0.9885,
661,1,0.9867,0.972,0.9572,
662,1,0.9866,0.9713,
663,1,0.9866,0.9713,
664,1,0.9903,
665,1,0.9866,0.9713,
666,1,
667,1,
668,1,
669,1,0.9852,0.9666,0.9481,
670,1,0.9812,0.9624,
671,1,0.986,
672,1,0.99,0.975,
673,1,0.99,0.975,
674,1,0.9833,
675,1,0.9851,
676,1,0.9899,0.9782,0.9633,
677,1,0.9768,
678,1,0.9768,
679,1,
680,1,0.986,
681,1,0.9833,
682,1,0.9856,0.9712,0.9545,0.9356,
